1575015192.511031,0
1575015192.618539,41
1575015192.725212,83
1575015192.832808,100
1575015192.938527,99
1575015193.044842,100
1575015193.182923,99
1575015193.294068,99
1575015193.404195,97
1575015193.515269,100
1575015193.652777,62
1575015193.763244,83
1575015193.868091,87
1575015193.971859,98
1575015194.078685,75
1575015194.189335,79
1575015194.315393,65
1575015194.421087,54
1575015194.539542,58
1575015194.651251,57
1575015194.764054,61
1575015194.868605,72
1575015194.976478,78
1575015195.113477,80
1575015195.225044,54
1575015195.329099,55
1575015195.443603,59
1575015195.551021,63
1575015195.657317,70
1575015195.763759,73
1575015195.889351,81
1575015195.998377,72
1575015196.128672,54
1575015196.238726,52
1575015196.343599,54
1575015196.449091,54
1575015196.558195,53
1575015196.691091,53
1575015196.805655,55
1575015196.913980,56
1575015197.022775,56
1575015197.130247,55
1575015197.258850,55
1575015197.368859,55
1575015197.473837,55
1575015197.579796,55
1575015197.704500,55
1575015197.805189,55
1575015197.910574,56
1575015198.016921,58
1575015198.142061,57
1575015198.248183,57
1575015198.355861,57
1575015198.487721,58
1575015198.592945,58
1575015198.712875,57
1575015198.816638,58
1575015198.964289,56
1575015199.072772,59
1575015199.187608,58
1575015199.292252,58
1575015199.410134,58
1575015199.530960,59
1575015199.638416,60
1575015199.745130,60
1575015199.878997,60
1575015199.991425,60
1575015200.122662,57
1575015200.227957,60
1575015200.339208,60
1575015200.444379,62
1575015200.571310,61
1575015200.675931,61
1575015200.786050,61
1575015200.905885,60
1575015201.013558,60
1575015201.117873,61
1575015201.221552,63
1575015201.327261,70
1575015201.434234,72
1575015201.540802,71
1575015201.647154,82
1575015201.750516,82
1575015201.861684,91
1575015201.995715,84
1575015202.101519,65
1575015202.208799,63
1575015202.316136,71
1575015202.423349,74
1575015202.529091,73
1575015202.637806,83
1575015202.742176,86
1575015202.845690,93
1575015202.965371,86
1575015203.077166,66
1575015203.182810,65
1575015203.289446,71
1575015203.393902,76
1575015203.503527,74
1575015203.607553,85
1575015203.728962,94
1575015203.837171,94
1575015203.943295,91
1575015204.049291,66
1575015204.167179,66
1575015204.272993,64
1575015204.394102,65
1575015204.504149,66
1575015204.608798,65
1575015204.715623,66
1575015204.836189,66
1575015204.952069,67
1575015205.056407,67
1575015205.159962,68
1575015205.272059,67
1575015205.379190,68
1575015205.483051,67
1575015205.603897,68
1575015205.708073,66
1575015205.812097,68
1575015205.933597,67
1575015206.042167,68
1575015206.148879,68
1575015206.255725,69
1575015206.362141,69
1575015206.472585,68
1575015206.598450,68
1575015206.709388,70
1575015206.813065,70
1575015206.918398,69
1575015207.060785,70
1575015207.178102,70
1575015207.284070,70
1575015207.419121,69
1575015207.529373,69
1575015207.634820,70
1575015207.758298,70
1575015207.863788,70
1575015207.970838,71
1575015208.077720,71
1575015208.197034,71
1575015208.303823,72
1575015208.409765,72
1575015208.514857,71
1575015208.635606,70
1575015208.743312,72
1575015208.845873,72
1575015208.950284,72
1575015209.056348,73
1575015209.164835,73
1575015209.302433,80
1575015209.420097,77
1575015209.523753,84
1575015209.654806,93
1575015209.762788,93
1575015209.894941,95
1575015210.005768,94
1575015210.112829,88
1575015210.218403,79
1575015210.322781,79
1575015210.428504,84
1575015210.540472,81
1575015210.645517,74
1575015210.756639,74
1575015210.864310,75
1575015211.000230,73
1575015211.114534,76
1575015211.232608,76
1575015211.347956,77
1575015211.451566,77
1575015211.570110,83
1575015211.675189,83
1575015211.780667,83
1575015211.896983,83
1575015212.014299,87
1575015212.118444,93
1575015212.250325,96
1575015212.355186,99
1575015212.459841,91
1575015212.576442,88
1575015212.685123,90
1575015212.791743,87
1575015212.930014,48
1575015213.059408,38
1575015213.165828,39
1575015213.272663,39
1575015213.380902,39
1575015213.485277,41
1575015213.592349,42
1575015213.709486,40
1575015213.814891,42
1575015213.921315,47
1575015214.024794,50
1575015214.129888,60
1575015214.239030,74
1575015214.348438,69
1575015214.458532,42
1575015214.569112,42
1575015214.673977,42
1575015214.795953,41
1575015214.902771,42
1575015215.007804,44
1575015215.121250,44
1575015215.251496,41
1575015215.375943,42
1575015215.489915,43
1575015215.604829,43
1575015215.718910,44
1575015215.827839,43
1575015215.945511,44
1575015216.057375,45
1575015216.162772,44
1575015216.268889,45
1575015216.405094,45
1575015216.516486,45
1575015216.632138,46
1575015216.740364,46
