1575015121.730895,0
1575015121.840008,19
1575015121.949383,20
1575015122.055937,15
1575015122.177226,9
1575015122.286554,10
1575015122.390674,12
1575015122.495702,12
1575015122.618502,12
1575015122.729744,13
1575015122.847223,17
1575015122.950601,16
1575015123.060437,13
1575015123.165543,15
1575015123.274545,13
1575015123.393728,19
1575015123.499675,20
1575015123.618316,2
1575015123.728530,20
1575015123.834522,4
1575015123.955344,2
1575015124.065200,5
1575015124.172271,5
1575015124.277829,6
1575015124.386569,9
1575015124.528646,7
1575015124.639110,9
1575015124.745063,10
1575015124.854998,10
1575015124.964758,11
1575015125.070559,11
1575015125.177016,13
1575015125.284206,13
1575015125.409636,15
1575015125.516087,16
1575015125.620917,16
1575015125.725019,15
1575015125.831105,17
1575015125.947943,16
1575015126.053768,17
1575015126.168270,17
1575015126.273790,18
1575015126.384251,9
1575015126.495117,11
1575015126.608054,13
1575015126.713112,13
1575015126.817843,13
1575015126.922181,14
1575015127.028561,14
1575015127.137219,15
1575015127.243792,15
1575015127.348934,16
1575015127.454747,17
1575015127.569024,16
1575015127.673337,18
1575015127.778604,18
1575015127.884356,19
1575015127.994314,19
1575015128.099266,18
1575015128.203788,9
1575015128.315081,11
1575015128.422213,13
1575015128.528406,13
1575015128.633455,14
1575015128.743554,14
1575015128.847555,15
1575015128.973465,14
1575015129.077805,15
1575015129.193810,17
1575015129.302581,16
1575015129.426146,18
1575015129.552792,20
1575015129.661617,13
1575015129.767034,13
1575015129.884179,15
1575015129.993313,15
1575015130.099318,16
1575015130.220818,15
1575015130.330989,12
1575015130.450281,17
1575015130.555500,12
1575015130.685045,2
1575015130.790486,20
1575015130.897146,17
1575015131.008387,2
1575015131.122910,4
1575015131.243587,7
1575015131.351274,7
1575015131.455382,9
1575015131.560848,11
1575015131.666482,12
1575015131.769988,13
1575015131.879519,13
1575015131.987008,13
1575015132.092174,13
1575015132.204160,14
1575015132.310415,15
1575015132.414835,14
1575015132.519883,15
1575015132.631630,14
1575015132.740790,16
1575015132.853110,17
1575015132.960485,18
1575015133.069087,18
1575015133.174012,20
1575015133.281024,19
1575015133.388824,18
1575015133.501063,12
1575015133.611540,11
1575015133.720536,11
1575015133.835836,11
1575015133.943846,13
1575015134.056849,13
1575015134.164802,15
1575015134.276354,14
1575015134.381493,15
1575015134.488597,16
1575015134.608185,17
1575015134.713101,19
1575015134.818288,19
1575015134.922440,19
1575015135.035571,18
1575015135.153073,18
1575015135.263424,16
1575015135.372332,10
1575015135.476214,10
1575015135.580996,11
1575015135.685988,12
1575015135.791042,12
1575015135.899914,13
1575015136.014966,15
1575015136.121465,16
1575015136.250116,16
1575015136.354737,18
1575015136.463973,12
1575015136.570711,13
1575015136.676196,14
1575015136.781762,15
1575015136.887835,12
1575015136.992079,19
1575015137.099342,20
1575015137.205291,20
1575015137.315318,14
1575015137.425472,9
1575015137.531265,20
1575015137.636869,0
1575015137.741643,5
1575015137.862127,4
1575015137.968274,6
1575015138.094933,8
1575015138.205784,9
1575015138.310512,10
1575015138.415116,10
1575015138.553548,12
1575015138.663601,13
1575015138.769406,13
1575015138.875446,14
1575015138.979907,16
1575015139.085805,15
1575015139.196274,14
1575015139.308529,15
1575015139.413470,17
1575015139.518782,17
1575015139.639551,18
1575015139.758357,20
1575015139.865839,20
1575015139.971286,20
1575015140.102872,14
1575015140.210607,11
1575015140.314635,10
1575015140.419429,12
1575015140.526843,12
1575015140.634964,13
1575015140.738451,14
1575015140.843846,15
1575015140.948085,14
1575015141.052899,16
1575015141.157753,16
1575015141.269497,18
1575015141.405523,18
1575015141.508856,19
1575015141.612882,20
1575015141.717041,20
1575015141.822100,20
1575015141.939480,7
1575015142.052209,6
1575015142.157381,6
1575015142.264085,7
1575015142.393562,9
1575015142.501322,11
1575015142.606456,11
1575015142.711606,11
1575015142.816314,12
1575015142.920990,19
1575015143.025376,17
1575015143.130721,13
1575015143.236943,6
1575015143.342750,19
1575015143.471685,20
1575015143.576576,4
1575015143.710072,6
1575015143.814900,14
1575015143.933703,19
1575015144.041620,18
1575015144.145244,2
1575015144.249864,4
1575015144.355256,5
1575015144.471430,7
1575015144.584301,9
1575015144.688373,10
1575015144.794851,10
1575015144.902341,10
1575015145.024999,12
1575015145.130065,13
1575015145.250604,13
1575015145.354293,13
1575015145.464986,13
1575015145.569904,16
1575015145.674904,16
1575015145.779775,17
1575015145.884763,17
1575015146.007970,18
1575015146.114166,19
1575015146.245771,19
1575015146.362659,19
1575015146.469321,14
1575015146.598669,10
1575015146.702563,12
1575015146.829213,12
1575015146.934646,14
1575015147.040302,14
1575015147.146474,15
1575015147.250986,15
1575015147.373510,15
1575015147.495865,15
1575015147.601584,17
1575015147.727076,17
1575015147.858927,18
1575015147.968643,18
1575015148.072611,8
1575015148.177866,9
1575015148.283975,11
1575015148.390728,11
1575015148.498858,9
1575015148.611621,11
1575015148.717812,13
1575015148.822193,14
1575015148.926320,15
1575015149.047911,17
1575015149.160206,19
1575015149.268168,18
1575015149.374351,13
1575015149.485086,13
1575015149.608537,14
1575015149.720400,15
1575015149.826528,19
1575015149.932054,19
1575015150.042813,19
1575015150.150558,20
1575015150.255467,16
1575015150.360942,9
1575015150.467405,19
1575015150.572803,20
1575015150.676440,2
1575015150.783641,4
1575015150.887483,6
1575015151.010523,7
1575015151.117195,9
1575015151.219406,9
1575015151.331689,10
1575015151.438176,10
1575015151.542864,12
1575015151.649012,12
1575015151.754116,13
1575015151.860123,13
1575015151.964244,14
1575015152.091535,14
1575015152.202772,15
1575015152.344962,17
1575015152.474280,17
1575015152.585723,17
1575015152.701728,18
1575015152.807501,18
1575015152.911726,20
1575015153.017559,17
1575015153.122702,10
1575015153.227363,11
1575015153.334220,12
1575015153.460617,13
1575015153.573353,14
1575015153.687256,13
1575015153.792211,14
1575015153.901536,16
1575015154.006923,16
1575015154.118099,16
1575015154.222659,17
1575015154.327783,17
1575015154.456423,17
1575015154.566330,18
1575015154.703294,19
1575015154.809170,19
1575015154.914893,8
1575015155.020184,6
1575015155.124232,7
1575015155.232193,7
1575015155.352393,8
1575015155.459195,11
1575015155.567593,12
1575015155.674687,13
1575015155.780962,13
1575015155.891177,13
1575015155.997503,20
1575015156.108202,19
1575015156.214870,13
1575015156.319928,13
1575015156.436898,14
1575015156.551597,17
1575015156.656781,20
1575015156.765533,18
1575015156.909927,5
1575015157.016457,20
1575015157.122162,9
1575015157.232138,3
1575015157.338352,6
1575015157.443311,8
1575015157.551922,7
1575015157.658420,9
1575015157.782250,10
1575015157.887417,12
1575015157.994343,12
1575015158.103123,13
1575015158.207691,14
1575015158.319914,13
1575015158.432585,13
1575015158.536905,15
1575015158.657930,15
1575015158.765069,15
1575015158.873926,16
1575015158.984812,16
1575015159.093505,18
1575015159.201443,18
1575015159.313046,19
1575015159.424703,20
1575015159.537675,20
1575015159.652391,8
1575015159.760516,10
1575015159.869903,11
1575015159.976097,11
1575015160.082123,13
1575015160.192687,13
1575015160.309205,15
1575015160.427200,15
1575015160.537151,16
1575015160.653492,17
1575015160.779642,14
1575015160.894447,17
1575015161.012110,16
1575015161.117739,17
1575015161.229107,20
1575015161.337440,20
1575015161.447612,19
1575015161.556472,10
1575015161.666543,10
1575015161.779284,11
1575015161.885897,13
1575015162.016666,13
1575015162.127436,13
1575015162.234555,15
1575015162.340299,14
1575015162.452790,16
1575015162.585352,18
1575015162.693145,11
1575015162.798886,12
1575015162.904247,13
1575015163.019905,14
1575015163.124573,13
1575015163.233055,19
1575015163.340467,19
1575015163.459508,20
1575015163.571945,15
1575015163.684243,20
1575015163.789651,0
1575015163.907983,4
1575015164.015093,7
1575015164.125045,5
1575015164.234327,8
1575015164.337956,7
1575015164.448393,8
1575015164.561266,8
1575015164.668055,11
1575015164.777006,12
1575015164.900613,12
1575015165.040764,13
1575015165.145835,13
1575015165.254170,13
1575015165.355671,14
1575015165.460401,16
1575015165.566127,17
1575015165.670282,17
1575015165.777649,18
1575015165.886887,18
1575015165.992071,19
1575015166.097791,20
1575015166.204968,19
1575015166.309367,15
1575015166.416587,11
1575015166.537653,11
1575015166.662938,12
1575015166.771901,12
1575015166.877829,12
1575015166.983575,15
1575015167.087441,15
1575015167.192137,16
1575015167.347696,17
1575015167.469735,16
1575015167.583931,17
1575015167.689337,17
1575015167.793389,17
1575015167.901526,19
1575015168.043131,19
1575015168.158740,16
1575015168.263417,10
1575015168.374880,11
1575015168.479890,12
1575015168.584338,13
1575015168.693629,10
1575015168.816536,13
1575015168.922497,14
1575015169.050817,14
1575015169.155382,20
1575015169.266232,10
1575015169.390282,8
1575015169.496224,9
1575015169.628855,9
1575015169.747233,20
1575015169.875157,18
1575015169.995738,0
1575015170.102385,18
1575015170.207643,1
1575015170.313769,4
1575015170.445467,12
1575015170.584353,6
1575015170.696541,8
1575015170.809897,9
1575015170.914668,9
1575015171.019624,11
1575015171.125075,12
1575015171.232460,12
1575015171.339770,12
1575015171.456298,15
1575015171.559469,16
1575015171.665610,15
1575015171.773641,17
1575015171.905468,17
1575015172.010407,17
1575015172.123700,17
1575015172.228161,17
1575015172.360921,19
1575015172.466791,20
1575015172.574551,20
1575015172.682170,18
1575015172.789739,4
1575015172.894835,7
1575015173.001709,7
1575015173.106954,9
1575015173.237461,9
1575015173.351241,10
1575015173.461991,12
1575015173.570896,11
1575015173.675584,13
1575015173.780652,15
1575015173.885066,15
1575015173.993003,15
1575015174.101479,17
1575015174.257715,17
1575015174.366081,16
1575015174.502295,18
1575015174.611632,19
1575015174.722214,20
1575015174.827552,20
1575015174.940837,19
