1575015175.068184,9
1575015175.176259,9
1575015175.282458,11
1575015175.388336,12
1575015175.495062,12
1575015175.602783,18
1575015175.733973,17
1575015175.839491,14
1575015175.943646,14
1575015176.050839,16
1575015176.155448,20
1575015176.260877,20
1575015176.381361,7
1575015176.488923,17
1575015176.594719,20
1575015176.729905,16
1575015176.848400,5
1575015176.954595,5
1575015177.058552,7
1575015177.182521,9
1575015177.286265,9
1575015177.390665,9
1575015177.503213,10
1575015177.608792,11
1575015177.714050,12
1575015177.828948,13
1575015177.939223,13
1575015178.051273,15
1575015178.157756,16
1575015178.280568,16
1575015178.396064,17
1575015178.506883,17
1575015178.611948,17
1575015178.717323,18
1575015178.829024,18
1575015178.940217,20
1575015179.046993,19
1575015179.153008,9
1575015179.280882,12
1575015179.387327,12
1575015179.496736,13
1575015179.605821,12
1575015179.709389,14
1575015179.830303,14
1575015179.940587,15
1575015180.053847,15
1575015180.158411,16
1575015180.260810,17
1575015180.365501,18
1575015180.485498,19
1575015180.594879,19
1575015180.717837,20
1575015180.836628,19
1575015180.942343,10
1575015181.047274,10
1575015181.153929,11
1575015181.272061,12
1575015181.377712,13
1575015181.505566,14
1575015181.614828,16
1575015181.719724,15
1575015181.823516,20
1575015181.927822,19
1575015182.051827,13
1575015182.162605,13
1575015182.270555,13
1575015182.375849,14
1575015182.480731,16
1575015182.591802,19
1575015182.696285,19
1575015182.801878,18
1575015182.924977,6
1575015183.030136,13
1575015183.135283,20
1575015183.241522,9
1575015183.347332,4
1575015183.470482,7
1575015183.580167,6
1575015183.706998,7
1575015183.817754,8
1575015183.936424,11
1575015184.042122,11
1575015184.147936,13
1575015184.269897,12
1575015184.378327,14
1575015184.486376,13
1575015184.590915,14
1575015184.695934,15
1575015184.803078,14
1575015184.908212,16
1575015185.015211,17
1575015185.126861,18
1575015185.231905,17
1575015185.340361,20
1575015185.447119,19
1575015185.574593,20
1575015185.681770,8
1575015185.787307,10
1575015185.891316,11
1575015185.995706,12
1575015186.105234,12
1575015186.211669,14
1575015186.319276,13
1575015186.427630,14
1575015186.536231,15
1575015186.641660,16
1575015186.747331,17
1575015186.857595,17
1575015186.964100,18
1575015187.070957,19
1575015187.178952,10
1575015187.289869,0
1575015187.397053,0
1575015187.503020,0
1575015187.609455,0
1575015187.716297,0
1575015187.827904,0
1575015187.936235,0
1575015188.041614,0
1575015188.169965,0
1575015188.280262,0
1575015188.385581,0
1575015188.500874,0
